week_ended,week_number,total_registrations,covid_registrations,covid_occurrences
2010-01-08,1,1686,0,0
2010-01-15,2,1772,0,0
2010-01-22,3,1576,0,0
2010-01-29,4,1495,0,0
2010-02-05,5,1385,0,0
2010-02-12,6,1402,0,0
2010-02-19,7,1371,0,0
2010-02-26,8,1363,0,0
2010-03-05,9,1417,0,0
2010-03-12,10,1390,0,0
2010-03-19,11,1316,0,0
2010-03-26,12,1292,0,0
2010-04-02,13,1130,0,0
2010-04-09,14,1357,0,0
2010-04-16,15,1369,0,0
2010-04-23,16,1328,0,0
2010-04-30,17,1252,0,0
2010-05-07,18,1150,0,0
2010-05-14,19,1276,0,0
2010-05-21,20,1248,0,0
2010-05-28,21,1292,0,0
2010-06-04,22,1145,0,0
2010-06-11,23,1268,0,0
2010-06-18,24,1118,0,0
2010-06-25,25,1157,0,0
2010-07-02,26,1236,0,0
2010-07-09,27,1163,0,0
2010-07-16,28,1153,0,0
2010-07-23,29,1108,0,0
2010-07-30,30,1155,0,0
2010-08-06,31,1110,0,0
2010-08-13,32,1138,0,0
2010-08-20,33,1169,0,0
2010-08-27,34,1187,0,0
2010-09-03,35,1081,0,0
2010-09-10,36,1313,0,0
2010-09-17,37,1256,0,0
2010-09-24,38,1137,0,0
2010-10-01,39,1252,0,0
2010-10-08,40,1265,0,0
2010-10-15,41,1239,0,0
2010-10-22,42,1206,0,0
2010-10-29,43,1342,0,0
2010-11-05,44,1370,0,0
2010-11-12,45,1319,0,0
2010-11-19,46,1306,0,0
2010-11-26,47,1356,0,0
2010-12-03,48,1343,0,0
2010-12-10,49,1413,0,0
2010-12-17,50,1509,0,0
2010-12-24,51,1605,0,0
2010-12-31,52,1408,0,0
2011-01-07,1,1662,0,0
2011-01-14,2,1797,0,0
2011-01-21,3,1555,0,0
2011-01-28,4,1429,0,0
2011-02-04,5,1366,0,0
2011-02-11,6,1359,0,0
2011-02-18,7,1343,0,0
2011-02-25,8,1366,0,0
2011-03-04,9,1329,0,0
2011-03-11,10,1295,0,0
2011-03-18,11,1279,0,0
2011-03-25,12,1291,0,0
2011-04-01,13,1322,0,0
2011-04-08,14,1310,0,0
2011-04-15,15,1305,0,0
2011-04-22,16,1171,0,0
2011-04-29,17,1104,0,0
2011-05-06,18,1324,0,0
2011-05-13,19,1328,0,0
2011-05-20,20,1276,0,0
2011-05-27,21,1302,0,0
2011-06-03,22,1044,0,0
2011-06-10,23,1250,0,0
2011-06-17,24,1306,0,0
2011-06-24,25,1142,0,0
2011-07-01,26,1215,0,0
2011-07-08,27,1215,0,0
2011-07-15,28,1159,0,0
2011-07-22,29,1139,0,0
2011-07-29,30,1190,0,0
2011-08-05,31,1235,0,0
2011-08-12,32,1212,0,0
2011-08-19,33,1146,0,0
2011-08-26,34,1150,0,0
2011-09-02,35,1092,0,0
2011-09-09,36,1161,0,0
2011-09-16,37,1121,0,0
2011-09-23,38,1119,0,0
2011-09-30,39,1229,0,0
2011-10-07,40,1216,0,0
2011-10-14,41,1169,0,0
2011-10-21,42,1150,0,0
2011-10-28,43,1267,0,0
2011-11-04,44,1301,0,0
2011-11-11,45,1244,0,0
2011-11-18,46,1310,0,0
2011-11-25,47,1238,0,0
2011-12-02,48,1229,0,0
2011-12-09,49,1360,0,0
2011-12-16,50,1449,0,0
2011-12-23,51,1518,0,0
2011-12-30,52,1250,0,0
2012-01-06,1,1442,0,0
2012-01-13,2,1452,0,0
2012-01-20,3,1429,0,0
2012-01-27,4,1377,0,0
2012-02-03,5,1382,0,0
2012-02-10,6,1354,0,0
2012-02-17,7,1430,0,0
2012-02-24,8,1465,0,0
2012-03-02,9,1417,0,0
2012-03-09,10,1419,0,0
2012-03-16,11,1300,0,0
2012-03-23,12,1315,0,0
2012-03-30,13,1363,0,0
2012-04-06,14,1181,0,0
2012-04-13,15,1445,0,0
2012-04-20,16,1496,0,0
2012-04-27,17,1306,0,0
2012-05-04,18,1392,0,0
2012-05-11,19,1255,0,0
2012-05-18,20,1347,0,0
2012-05-25,21,1383,0,0
2012-06-01,22,1310,0,0
2012-06-08,23,984,0,0
2012-06-15,24,1360,0,0
2012-06-22,25,1255,0,0
2012-06-29,26,1203,0,0
2012-07-06,27,1184,0,0
2012-07-13,28,1218,0,0
2012-07-20,29,1217,0,0
2012-07-27,30,1204,0,0
2012-08-03,31,1212,0,0
2012-08-10,32,1215,0,0
2012-08-17,33,1138,0,0
2012-08-24,34,1211,0,0
2012-08-31,35,1075,0,0
2012-09-07,36,1233,0,0
2012-09-14,37,1178,0,0
2012-09-21,38,1268,0,0
2012-09-28,39,1223,0,0
2012-10-05,40,1299,0,0
2012-10-12,41,1298,0,0
2012-10-19,42,1277,0,0
2012-10-26,43,1355,0,0
2012-11-02,44,1348,0,0
2012-11-09,45,1348,0,0
2012-11-16,46,1370,0,0
2012-11-23,47,1276,0,0
2012-11-30,48,1236,0,0
2012-12-07,49,1321,0,0
2012-12-14,50,1330,0,0
2012-12-21,51,1433,0,0
2012-12-28,52,1174,0,0
2013-01-04,1,1545,0,0
2013-01-11,2,1650,0,0
2013-01-18,3,1539,0,0
2013-01-25,4,1571,0,0
2013-02-01,5,1481,0,0
2013-02-08,6,1533,0,0
2013-02-15,7,1542,0,0
2013-02-22,8,1522,0,0
2013-03-01,9,1525,0,0
2013-03-08,10,1568,0,0
2013-03-15,11,1538,0,0
2013-03-22,12,1534,0,0
2013-03-29,13,1300,0,0
2013-04-05,14,1531,0,0
2013-04-12,15,1660,0,0
2013-04-19,16,1524,0,0
2013-04-26,17,1449,0,0
2013-05-03,18,1347,0,0
2013-05-10,19,1213,0,0
2013-05-17,20,1295,0,0
2013-05-24,21,1293,0,0
2013-05-31,22,1176,0,0
2013-06-07,23,1256,0,0
2013-06-14,24,1206,0,0
2013-06-21,25,1163,0,0
2013-06-28,26,1150,0,0
2013-07-05,27,1190,0,0
2013-07-12,28,1212,0,0
2013-07-19,29,1130,0,0
2013-07-26,30,1173,0,0
2013-08-02,31,1121,0,0
2013-08-09,32,1123,0,0
2013-08-16,33,1133,0,0
2013-08-23,34,1171,0,0
2013-08-30,35,1062,0,0
2013-09-06,36,1209,0,0
2013-09-13,37,1105,0,0
2013-09-20,38,1145,0,0
2013-09-27,39,1277,0,0
2013-10-04,40,1251,0,0
2013-10-11,41,1186,0,0
2013-10-18,42,1231,0,0
2013-10-25,43,1227,0,0
2013-11-01,44,1258,0,0
2013-11-08,45,1221,0,0
2013-11-15,46,1301,0,0
2013-11-22,47,1357,0,0
2013-11-29,48,1319,0,0
2013-12-06,49,1307,0,0
2013-12-13,50,1426,0,0
2013-12-20,51,1366,0,0
2013-12-27,52,925,0,0
2014-01-03,1,1581,0,0
2014-01-10,2,1549,0,0
2014-01-17,3,1520,0,0
2014-01-24,4,1377,0,0
2014-01-31,5,1385,0,0
2014-02-07,6,1431,0,0
2014-02-14,7,1453,0,0
2014-02-21,8,1408,0,0
2014-02-28,9,1428,0,0
2014-03-07,10,1342,0,0
2014-03-14,11,1400,0,0
2014-03-21,12,1312,0,0
2014-03-28,13,1352,0,0
2014-04-04,14,1354,0,0
2014-04-11,15,1279,0,0
2014-04-18,16,1078,0,0
2014-04-25,17,1348,0,0
2014-05-02,18,1367,0,0
2014-05-09,19,1163,0,0
2014-05-16,20,1235,0,0
2014-05-23,21,1276,0,0
2014-05-30,22,1158,0,0
2014-06-06,23,1263,0,0
2014-06-13,24,1282,0,0
2014-06-20,25,1241,0,0
2014-06-27,26,1201,0,0
2014-07-04,27,1189,0,0
2014-07-11,28,1235,0,0
2014-07-18,29,1242,0,0
2014-07-25,30,1220,0,0
2014-08-01,31,1176,0,0
2014-08-08,32,1179,0,0
2014-08-15,33,1174,0,0
2014-08-22,34,1220,0,0
2014-08-29,35,1149,0,0
2014-09-05,36,1299,0,0
2014-09-12,37,1229,0,0
2014-09-19,38,1241,0,0
2014-09-26,39,1171,0,0
2014-10-03,40,1261,0,0
2014-10-10,41,1187,0,0
2014-10-17,42,1290,0,0
2014-10-24,43,1259,0,0
2014-10-31,44,1300,0,0
2014-11-07,45,1290,0,0
2014-11-14,46,1395,0,0
2014-11-21,47,1261,0,0
2014-11-28,48,1330,0,0
2014-12-05,49,1443,0,0
2014-12-12,50,1475,0,0
2014-12-19,51,1591,0,0
2014-12-26,52,1101,0,0
2015-01-02,1,1718,0,0
2015-01-09,2,2282,0,0
2015-01-16,3,1968,0,0
2015-01-23,4,1806,0,0
2015-01-30,5,1669,0,0
2015-02-06,6,1586,0,0
2015-02-13,7,1608,0,0
2015-02-20,8,1466,0,0
2015-02-27,9,1466,0,0
2015-03-06,10,1559,0,0
2015-03-13,11,1462,0,0
2015-03-20,12,1401,0,0
2015-03-27,13,1392,0,0
2015-04-03,14,1251,0,0
2015-04-10,15,1384,0,0
2015-04-17,16,1521,0,0
2015-04-24,17,1405,0,0
2015-05-01,18,1385,0,0
2015-05-08,19,1166,0,0
2015-05-15,20,1404,0,0
2015-05-22,21,1367,0,0
2015-05-29,22,1116,0,0
2015-06-05,23,1337,0,0
2015-06-12,24,1262,0,0
2015-06-19,25,1248,0,0
2015-06-26,26,1254,0,0
2015-07-03,27,1293,0,0
2015-07-10,28,1238,0,0
2015-07-17,29,1127,0,0
2015-07-24,30,1196,0,0
2015-07-31,31,1195,0,0
2015-08-07,32,1227,0,0
2015-08-14,33,1250,0,0
2015-08-21,34,1223,0,0
2015-08-28,35,1262,0,0
2015-09-04,36,1044,0,0
2015-09-11,37,1262,0,0
2015-09-18,38,1175,0,0
2015-09-25,39,1267,0,0
2015-10-02,40,1260,0,0
2015-10-09,41,1283,0,0
2015-10-16,42,1291,0,0
2015-10-23,43,1276,0,0
2015-10-30,44,1299,0,0
2015-11-06,45,1409,0,0
2015-11-13,46,1376,0,0
2015-11-20,47,1317,0,0
2015-11-27,48,1322,0,0
2015-12-04,49,1425,0,0
2015-12-11,50,1400,0,0
2015-12-18,51,1526,0,0
2015-12-25,52,1167,0,0
2016-01-01,53,1074,0,0
2016-01-08,1,1748,0,0
2016-01-15,2,1532,0,0
2016-01-22,3,1602,0,0
2016-01-29,4,1516,0,0
2016-02-05,5,1459,0,0
2016-02-12,6,1466,0,0
2016-02-19,7,1443,0,0
2016-02-26,8,1497,0,0
2016-03-04,9,1505,0,0
2016-03-11,10,1525,0,0
2016-03-18,11,1460,0,0
2016-03-25,12,1331,0,0
2016-04-01,13,1362,0,0
2016-04-08,14,1514,0,0
2016-04-15,15,1572,0,0
2016-04-22,16,1470,0,0
2016-04-29,17,1371,0,0
2016-05-06,18,1280,0,0
2016-05-13,19,1420,0,0
2016-05-20,20,1327,0,0
2016-05-27,21,1300,0,0
2016-06-03,22,1138,0,0
2016-06-10,23,1306,0,0
2016-06-17,24,1252,0,0
2016-06-24,25,1272,0,0
2016-07-01,26,1157,0,0
2016-07-08,27,1269,0,0
2016-07-15,28,1242,0,0
2016-07-22,29,1295,0,0
2016-07-29,30,1223,0,0
2016-08-05,31,1316,0,0
2016-08-12,32,1244,0,0
2016-08-19,33,1279,0,0
2016-08-26,34,1250,0,0
2016-09-02,35,1114,0,0
2016-09-09,36,1312,0,0
2016-09-16,37,1222,0,0
2016-09-23,38,1230,0,0
2016-09-30,39,1219,0,0
2016-10-07,40,1331,0,0
2016-10-14,41,1328,0,0
2016-10-21,42,1322,0,0
2016-10-28,43,1401,0,0
2016-11-04,44,1351,0,0
2016-11-11,45,1390,0,0
2016-11-18,46,1513,0,0
2016-11-25,47,1432,0,0
2016-12-02,48,1491,0,0
2016-12-09,49,1529,0,0
2016-12-16,50,1444,0,0
2016-12-23,51,1594,0,0
2016-12-30,52,1087,0,0
2017-01-06,1,1665,0,0
2017-01-13,2,1840,0,0
2017-01-20,3,1786,0,0
2017-01-27,4,1666,0,0
2017-02-03,5,1625,0,0
2017-02-10,6,1566,0,0
2017-02-17,7,1528,0,0
2017-02-24,8,1519,0,0
2017-03-03,9,1488,0,0
2017-03-10,10,1464,0,0
2017-03-17,11,1450,0,0
2017-03-24,12,1364,0,0
2017-03-31,13,1313,0,0
2017-04-07,14,1373,0,0
2017-04-14,15,1217,0,0
2017-04-21,16,1362,0,0
2017-04-28,17,1495,0,0
2017-05-05,18,1279,0,0
2017-05-12,19,1368,0,0
2017-05-19,20,1329,0,0
2017-05-26,21,1349,0,0
2017-06-02,22,1208,0,0
2017-06-09,23,1311,0,0
2017-06-16,24,1272,0,0
2017-06-23,25,1328,0,0
2017-06-30,26,1174,0,0
2017-07-07,27,1278,0,0
2017-07-14,28,1225,0,0
2017-07-21,29,1196,0,0
2017-07-28,30,1174,0,0
2017-08-04,31,1192,0,0
2017-08-11,32,1171,0,0
2017-08-18,33,1260,0,0
2017-08-25,34,1299,0,0
2017-09-01,35,1117,0,0
2017-09-08,36,1307,0,0
2017-09-15,37,1285,0,0
2017-09-22,38,1221,0,0
2017-09-29,39,1305,0,0
2017-10-06,40,1289,0,0
2017-10-13,41,1340,0,0
2017-10-20,42,1359,0,0
2017-10-27,43,1375,0,0
2017-11-03,44,1356,0,0
2017-11-10,45,1365,0,0
2017-11-17,46,1381,0,0
2017-11-24,47,1419,0,0
2017-12-01,48,1453,0,0
2017-12-08,49,1538,0,0
2017-12-15,50,1509,0,0
2017-12-22,51,1709,0,0
2017-12-29,52,1194,0,0
2018-01-05,1,1747,0,0
2018-01-12,2,2113,0,0
2018-01-19,3,1828,0,0
2018-01-26,4,1855,0,0
2018-02-02,5,1728,0,0
2018-02-09,6,1615,0,0
2018-02-16,7,1665,0,0
2018-02-23,8,1677,0,0
2018-03-02,9,1485,0,0
2018-03-09,10,1690,0,0
2018-03-16,11,1690,0,0
2018-03-23,12,1516,0,0
2018-03-30,13,1335,0,0
2018-04-06,14,1470,0,0
2018-04-13,15,1613,0,0
2018-04-20,16,1456,0,0
2018-04-27,17,1391,0,0
2018-05-04,18,1347,0,0
2018-05-11,19,1116,0,0
2018-05-18,20,1390,0,0
2018-05-25,21,1278,0,0
2018-06-01,22,1142,0,0
2018-06-08,23,1309,0,0
2018-06-15,24,1167,0,0
2018-06-22,25,1217,0,0
2018-06-29,26,1214,0,0
2018-07-06,27,1280,0,0
2018-07-13,28,1239,0,0
2018-07-20,29,1229,0,0
2018-07-27,30,1219,0,0
2018-08-03,31,1228,0,0
2018-08-10,32,1231,0,0
2018-08-17,33,1171,0,0
2018-08-24,34,1134,0,0
2018-08-31,35,1058,0,0
2018-09-07,36,1152,0,0
2018-09-14,37,1231,0,0
2018-09-21,38,1226,0,0
2018-09-28,39,1262,0,0
2018-10-05,40,1302,0,0
2018-10-12,41,1291,0,0
2018-10-19,42,1274,0,0
2018-10-26,43,1215,0,0
2018-11-02,44,1330,0,0
2018-11-09,45,1403,0,0
2018-11-16,46,1408,0,0
2018-11-23,47,1357,0,0
2018-11-30,48,1330,0,0
2018-12-07,49,1377,0,0
2018-12-14,50,1422,0,0
2018-12-21,51,1439,0,0
2018-12-28,52,1020,0,0
2019-01-04,1,1456,0,0
2019-01-11,2,1612,0,0
2019-01-18,3,1566,0,0
2019-01-25,4,1593,0,0
2019-02-01,5,1485,0,0
2019-02-08,6,1595,0,0
2019-02-15,7,1618,0,0
2019-02-22,8,1495,0,0
2019-03-01,9,1425,0,0
2019-03-08,10,1463,0,0
2019-03-15,11,1393,0,0
2019-03-22,12,1437,0,0
2019-03-29,13,1278,0,0
2019-04-05,14,1277,0,0
2019-04-12,15,1341,0,0
2019-04-19,16,1225,0,0
2019-04-26,17,1365,0,0
2019-05-03,18,1493,0,0
2019-05-10,19,1214,0,0
2019-05-17,20,1402,0,0
2019-05-24,21,1397,0,0
2019-05-31,22,1176,0,0
2019-06-07,23,1349,0,0
2019-06-14,24,1313,0,0
2019-06-21,25,1344,0,0
2019-06-28,26,1250,0,0
2019-07-05,27,1269,0,0
2019-07-12,28,1272,0,0
2019-07-19,29,1287,0,0
2019-07-26,30,1237,0,0
2019-08-02,31,1234,0,0
2019-08-09,32,1149,0,0
2019-08-16,33,1237,0,0
2019-08-23,34,1203,0,0
2019-08-30,35,1153,0,0
2019-09-06,36,1248,0,0
2019-09-13,37,1328,0,0
2019-09-20,38,1283,0,0
2019-09-27,39,1299,0,0
2019-10-04,40,1322,0,0
2019-10-11,41,1400,0,0
2019-10-18,42,1400,0,0
2019-10-25,43,1361,0,0
2019-11-01,44,1338,0,0
2019-11-08,45,1455,0,0
2019-11-15,46,1402,0,0
2019-11-22,47,1464,0,0
2019-11-29,48,1469,0,0
2019-12-06,49,1477,0,0
2019-12-13,50,1637,0,0
2019-12-20,51,1712,0,0
2019-12-27,52,1200,0,0
2020-01-03,1,1806,0,0
2020-01-10,2,1932,0,0
2020-01-17,3,1696,0,0
2020-01-24,4,1529,0,0
2020-01-31,5,1461,0,0
2020-02-07,6,1529,0,0
2020-02-14,7,1427,0,0
2020-02-21,8,1477,0,0
2020-02-28,9,1476,0,0
2020-03-06,10,1490,0,0
2020-03-13,11,1472,1,5
2020-03-20,12,1443,12,38
2020-03-27,13,1538,60,170
2020-04-03,14,2137,418,648
2020-04-10,15,2597,909,1119
2020-04-17,16,3195,1350,1349
2020-04-24,17,3109,1207,1104
2020-05-01,18,2503,910,793
2020-05-08,19,1790,597,666
2020-05-15,20,1992,620,478
2020-05-22,21,1636,394,364
2020-05-29,22,1337,282,302
2020-06-05,23,1478,250,218
2020-06-12,24,1374,196,185
2020-06-19,25,1234,134,137
2020-06-26,26,1300,120,112
2020-07-03,27,1225,100,76
2020-07-10,28,1154,62,62
2020-07-17,29,1159,47,44
2020-07-24,30,1197,39,39
2020-07-31,31,1272,32,29
2020-08-07,32,1211,33,36
2020-08-14,33,1304,33,30
2020-08-21,34,1269,33,29
2020-08-28,35,1148,34,32
2020-09-04,36,1057,13,14
2020-09-11,37,1229,30,34
2020-09-18,38,1287,39,48
2020-09-25,39,1271,60,69
2020-10-02,40,1301,106,132
2020-10-09,41,1367,153,174
2020-10-16,42,1553,229,271
2020-10-23,43,1714,325,400
2020-10-30,44,1754,445,522
2020-11-06,45,1900,568,593
2020-11-13,46,1950,615,626
2020-11-20,47,1935,629,579
2020-11-27,48,1791,546,522
2020-12-04,49,1679,458,449
2020-12-11,50,1691,426,391
2020-12-18,51,1718,379,380
2020-12-25,52,1463,343,413
2021-01-01,53,1346,359,446
2021-01-08,1,2090,608,507
